title,authors,year,doi,primary_category,secondary_categories,evidence_level,tags,clinical_significance,key_findings,sample_size,mortality_count,qtc_data,herg_data,electrolyte_data,contraindications,dosing_range,route,source_pdf,journal,aliases,source_url,pmid,pmcid,open_access,publisher,body_format,issn,filepath
Three Decades of Research on the Development of Ibogaine Treatment of Substance Use Disorders: A Scientometric Analysis,"Fernandes-Nascimento, Maria Helha; Brooking Negrão, André; Viana-Ferreira, Karine; Rasmussen Chaves, Bruno Daniel; Yuan-Pang, Wang",2023,10.1080/02791072.2023.2276230,WHITE,,review,topic/history; topic/policy; method/review,low,"Scientometric analysis of 1,523 ibogaine publications (1993–2022) across 70 countries; USA produced 59% of output; no human RCTs identified; keyword shift from cocaine/morphine to opioids/psychedelics in third decade.",,,false,false,false,,,not-applicable,2023/Fernandes-Nascimento2023_Scientometric_Analysis_Three_Decades_of_Ibogaine_Research.pdf,Journal of Psychoactive Drugs,Fernandes-Nascimento 2023; Scientometric Analysis Three Decades Ibogaine Research,,37927218,,false,Taylor & Francis,vault-analytical,,2023/Fernandes-Nascimento2023_Scientometric_Analysis_Three_Decades_of_Ibogaine_Research.md
Tripping Outside the Lines: Lessons from Observational Studies of Combination Psychedelic Use Beyond Regulated Clinical Contexts,"Kratina, Sarah; Mayo, Leah M.",2023,10.1080/00952990.2023.2246637,BLUE,,review,topic/protocol; method/observational; topic/policy,moderate,"Analysis of combination psychedelic use (including ibogaine+5-MeO-DMT protocols) in unregulated observational contexts, extracting lessons for clinical practice.",,,false,false,false,,,,2023/Kratina2023_Observational_Studies_Combo_Psychedelic_Use_Beyond_Regulated_Contexts.pdf,American Journal of Drug and Alcohol Abuse,Kratina 2023; Kratina,,37734058,,false,Taylor & Francis,academic-retained,,2023/Kratina2023_Observational_Studies_Combo_Psychedelic_Use_Beyond_Regulated_Contexts.md
Ibogaine – A legacy within the current renaissance of psychedelic therapy,"Mash, Deborah C.",2023,10.1016/j.phrs.2022.106620,WHITE,GREEN; ORANGE,review,topic/history; topic/policy; method/review,high,"Comprehensive historical review by Deborah Mash covering 100+ years ibogaine research. Documents FDA-approved Phase 1 trial (1993, IND39,680) discontinued 1995.",,,false,false,false,,,,2023/Mash2023_Ibogaine_Legacy_Psychedelic_Renaissance.pdf,Pharmacological Research,Mash 2023; Mash Legacy,,36907284,,false,Elsevier,academic-retained,,2023/Mash2023_Ibogaine_Legacy_Psychedelic_Renaissance.md
Ibogaine/Noribogaine in the Treatment of Substance Use Disorders: A Systematic Review of the Current Literature,"Mosca, Alessio; Chiappini, Stefania; Miuli, Andrea; Mancusi, Gianluca; Santovito, Maria Chiara; Di Carlo, Francesco; Pettorruso, Mauro; Corkery, John M.; Canessa, Carlos; Martinotti, Giovanni; Di Giannantonio, Massimo",2023,10.2174/1570159X21666221017085612,BLUE,RED,systematic-review,topic/efficacy; topic/cardiac; topic/toxicity; topic/opioid; topic/adverse-event; method/systematic-review,high,Systematic review of 31 studies. Meta-analysis shows efficacy for SUD but significant cardiotoxicity. Most deaths in uncontrolled settings. Headache only significant adverse effect vs placebo.,,,true,false,false,,,,2023/Mosca2023_Ibogaine_Noribogaine_SUDs_Systematic_Review.pdf,Current Neuropharmacology,Mosca 2023; Mosca Systematic Review,,36263479,,false,Bentham Science,academic-retained,,2023/Mosca2023_Ibogaine_Noribogaine_SUDs_Systematic_Review.md
Psychedelics reopen the social reward learning critical period,"Nardou, Romain; Sawyer, Edward; Song, Young Jun; Wilkinson, Makenzie; Padovan-Hernandez, Yasmin; de Deus, Júnia Lara; Wright, Noelle; Lama, Carine; Faltin, Sehr; Goff, Loyal A.; Stein-O'Brien, Genevieve L.; Dölen, Gül",2023,10.1038/s41586-023-06204-3,ORANGE,BLUE,preclinical,topic/neuroplasticity; topic/mechanism; topic/receptor; method/preclinical,high,"All psychedelics reopen social reward learning critical period in mice; ibogaine open state ≥4 weeks (longest tested), proportional to 36-72h human subjective effects; convergent mechanism is ECM remodelling, not 5-HT₂A",,,false,false,false,,,intraperitoneal,2023/Nardou2023_Psychedelics_Critical_Period_Reopening.pdf,Nature,Nardou 2023; Psychedelics Critical Period; Dölen Lab Critical Period,,37316665,PMC10284704,true,Springer Nature,vault-analytical,,2023/Nardou2023_Psychedelics_Critical_Period_Reopening.md
Main targets of ibogaine and noribogaine associated with its putative anti-addictive effects: A mechanistic overview,"Oña, Genís; Reverte, Ingrid; Rossi, Giordano N.; dos Santos, Rafael G.; Hallak, Jaime E. C.; Colomina, Maria Teresa; Bouso, José Carlos",2023,10.1177/02698811231200882,ORANGE,,review,topic/mechanism; topic/receptor; topic/noribogaine; topic/dopamine; topic/serotonin; topic/gdnf; topic/neuroplasticity; topic/opioid; topic/analogues; method/review,high,"Updates Popik 1995 review. IBO/NOR modulate ≥8 targets (MOR, KOR, DAT, SERT, NMDA, nAChR α3β4, NTFs, ABC transporters). Advocates polypharmacology paradigm.",,,false,false,false,,,,2023/Ona2023_Ibogaine_Noribogaine_Putative_Anti-Addictive_Effects.pdf,Journal of Psychopharmacology,Ona 2023; Oña 2023; Ibogaine Noribogaine Mechanistic Overview,,37937505,,false,SAGE,vault-analytical,,2023/Ona2023_Ibogaine_Noribogaine_Putative_Anti-Addictive_Effects.md
Identifying setting factors associated with improved ibogaine safety: a systematic review of clinical studies,"Mendes Rocha, Juliana; Reis, José A. S.; Bouso, José Carlos; Hallak, Jaime E. C.; dos Santos, Rafael G.",2023,10.1007/s00406-023-01590-1,GREEN,RED,systematic-review,method/systematic-review; topic/adverse-event; topic/cardiac; topic/harm-reduction; topic/opioid; topic/protocol,high,Systematic review of 12 clinical studies (163 completed participants): zero serious adverse events in controlled settings; all reported fatalities occurred in uncontrolled settings without medical oversight.,,,true,false,true,"Administration in uncontrolled settings without medical supervision; Absence of cardiac monitoring equipment (ECG/telemetry); Absence of pre-treatment medical screening protocols; Pre-existing cardiovascular disease or abnormalities; Pre-existing hepatic disease (e.g., chronic hepatitis C); Axis I psychotic disorders (schizophrenia, bipolar disorder, psychotic spectrum); Active suicidality or homicidality; Dissociative disorders or high risk of developing severe mental illness; Personal or family history of bipolar or psychotic disorders; Concomitant use of psychotropic medications without adequate discontinuation; Concurrent use of other substances of abuse; Unknown-purity or uncharacterised ibogaine preparations (root bark, unverified extracts); Nutritional deficiencies (risk factor for QT prolongation); QTc prolongation >500ms (emergency magnesium protocol threshold per Knuijver)","Ibogaine HCl 20–800 mg or 8–12 mg/kg; noribogaine HCl 3–180 mg; one study used 1800 mg encapsulated extract (75% purity) — all oral, across 12 reviewed clinical studies",oral,2023/Rocha2023_Setting_Factors_Associated_With_Improved_Ibogaine_Safety.pdf,European Archives of Psychiatry and Clinical Neuroscience,Rocha 2023; Rocha Setting Factors 2023; Rocha Ibogaine Safety Systematic Review,,36947216,,false,Springer Nature,vault-analytical,,2023/Rocha2023_Setting_Factors_Associated_With_Improved_Ibogaine_Safety.md
Guidelines for Establishing Safety in Ayahuasca and Ibogaine Administration in Clinical Settings,"Rocha, Juliana M.; Reis, José Augusto S.; Rossi, Giordano N.; Bouso, José Carlos; Hallak, Jaime E. C.; dos Santos, Rafael G.",2023,10.3390/psychoactives2040024,GREEN,RED,guideline,topic/protocol; topic/electrolytes,high,"USP/LEAPS clinical protocols: 72h cardiac monitoring, electrolyte targets K+ 4.5-5.5/Mg 1.5-2.5, medication tapering schedules, 3-person minimum team, trauma-informed approach framework.",,,true,false,true,"QTc >450ms (males) or >470ms (females); K+ outside 4.5-5.5 mEq/L; Mg outside 1.5-2.5 mEq/L; Uncontrolled psychiatric conditions; Personal or family history of psychosis, bipolar disorder, or schizophrenia; Recent cardiac, renal, or hepatic pathology; Pregnancy or lactation; Concurrent psychotropic medication use (especially uncontrolled)",Per GITA guidelines; 72h monitoring minimum,oral,2023/Rocha2023_USP_Safety_Protocols.pdf,Psychoactives,Rocha USP 2023; Rocha Safety Protocols 2023; USP Guidelines 2023,,,,true,MDPI,academic-retained,,2023/Rocha2023_USP_Safety_Protocols.md
A transcriptomic analysis in mice following a single dose of ibogaine identifies new potential therapeutic targets,"Biosca-Brull, Judit; Oña, Genís; Alarcón-Franco, Lineth; Colomina, Maria Teresa",2024,10.1038/s41398-024-02773-7,ORANGE,,preclinical,topic/mechanism; method/preclinical,high,"First transcriptomic analysis of ibogaine effects on gene expression in mouse frontal cortex (4h post-dose, 60mg/kg oral). Upregulated: hormonal pathways (Oxt, Avp), synaptogenesis genes.",,,false,false,false,,,,2024/Biosca-Brull2024_Transcriptomic_Analysis_Single_Ibogaine_Dose.pdf,Translational Psychiatry,Biosca-Brull 2024; Transcriptomics Ibogaine,,38242896,PMC10798990,true,Springer Nature,academic-retained,,2024/Biosca-Brull2024_Transcriptomic_Analysis_Single_Ibogaine_Dose.md
Noribogaine acute administration in rats promotes wakefulness and suppresses REM sleep,"Castro-Nin, Juan Pedro; Serantes, Diego; Rodriguez, Paola; Gonzalez, Bruno; Carrera, Ignacio; Torterolo, Pablo; González, Joaquín",2024,10.1007/s00213-024-06572-2,ORANGE,,preclinical,topic/noribogaine; topic/sleep; topic/serotonin; mechanism/sert-inhibition; method/preclinical,low,"Noribogaine promotes wakefulness, reduces SWS, and profoundly suppresses REM sleep in rats (20 and 40 mg/kg IP). Effects stronger than ibogaine, implicating SERT blockade as the shared mechanism.",,,false,false,false,,20 and 40 mg/kg IP (noribogaine·HCl in warm degassed saline),intraperitoneal,2023/Castro-Nin2023_Noribogaine_Wakefulness_Sleep_Effects.pdf,Psychopharmacology,Castro-Nin 2024; Noribogaine wakefulness and sleep effects,,38467891,,false,Springer Nature,vault-analytical,,2024/Castro-Nin2024_Noribogaine_Wakefulness_Sleep_Effects.md
Risk Assessment of Herbal Preparations Containing Tabernanthe iboga,"Chen, W.",2024,10.21945/RIVM-2024-0030,RED,WHITE; GREEN,review,topic/adverse-event; topic/cardiac; topic/toxicity; topic/pharmacokinetics; topic/noribogaine; topic/policy; topic/cyp2d6; method/review,high,RIVM advises against consumer use of T. iboga; 34 sudden deaths tabulated (from 4.5 mg/kg); QTc prolongation not dose-dependent across individuals; no safe dose derivable,,34,true,false,true,"Pre-existing cardiac disease (cardiomyopathy, valvular disease, coronary artery disease); History of myocardial infarction; Active neurological disorders (cerebellar dysfunction, organic brain disease, dementia); Active psychiatric disorders (psychosis, bipolar illness, major depression); Hepatic or renal impairment; Gastrointestinal disease; Concurrent use of CYP2D6 inhibitors (e.g. paroxetine); Concurrent use of QT-prolonging medications; Concurrent methadone use (extremely long half-life 15–55 hours); Concurrent benzodiazepine use; Concurrent opioid agonist use; Concurrent cocaine or stimulant use; CYP2D6 poor metaboliser status (higher ibogaine plasma levels, altered toxicokinetics); Obesity; Hypertension; P-glycoprotein substrate medications (ibogaine inhibits P-gp); Hypokalemia or hypomagnesemia; Epilepsy or seizure history; Pregnancy","1–30 mg/kg bw oral (common use); 0.3–55 mg/kg bw (clinical studies); LD₅₀ 263 mg/kg bw mice, 327 mg/kg bw rats; noribogaine LD₅₀ 630 mg/kg bw mice",oral,Other/Chen2024_RIVM_Iboga_Risk_Assessment.pdf,,Chen 2024; RIVM Iboga Risk Assessment; Dutch Risk Assessment T. iboga,,,,unknown,RIVM,vault-analytical,,2024/Chen2024_RIVM_Iboga_Risk_Assessment.md
Psychedelic Therapy: A Primer for Primary Care Clinicians—Ibogaine,"Cherian, Kirsten; Shinozuka, Kenneth; Tabaac, Burton J.; Arenas, Alejandro; Beutler, Bryce D.; Evans, Viviana D.; Fasano, Chelsey; Muir, Owen S.",2024,10.1097/MJT.0000000000001723,GREEN,RED; BLUE,review,topic/protocol; topic/cardiac; topic/opioid; topic/ptsd; topic/veterans; topic/pharmacokinetics; topic/electrolytes; topic/analogues; method/review,high,"Clinician primer covering safety (33 deaths, cardiotoxicity, Mg protection), OUD efficacy (50-65% craving reduction), veteran PTSD outcomes (86% remission). Only 1 RCT exists.",,,true,true,true,"Pre-existing cardiac conditions (coronary artery sclerosis, hypertension, myocardial infarct, cardiac hypertrophy, dilated cardiomyopathy); Prolonged baseline QT interval, including drug-induced (antibiotics, antidepressants); hERG mutations associated with long-QT syndrome; Concurrent long-acting opioids — must switch to short-acting opioids up to two weeks in advance; Poor CYP2D6 metabolism (risk factor for impaired ibogaine clearance; methadone also inhibits CYP2D6); Motor impairment conditions (Parkinson's disease, multiple sclerosis — potential contraindication, not yet studied); Concurrent medications without proper washout; Multiple concurrent substance addictions (polysubstance use increases fatality risk); History of mania or psychosis (3 reported cases, all in unregulated settings)",6–30 mg/kg (therapeutic range),oral,2024/Cherian2024_Ibogaine_Primer_Clinicians.pdf,American Journal of Therapeutics,Cherian Primer 2024; Ibogaine Clinician Primer,,38518270,,false,Lippincott Williams & Wilkins,narrative,,2024/Cherian2024_Ibogaine_Primer_Clinicians.md
Magnesium–ibogaine therapy in veterans with traumatic brain injuries,"Cherian, Kirsten N.; Faerman, Afik; Brown, Randi E.; Shamma, Ahmed; Keynan, Or; Coetzee, John P.; Phillips, Angela; Bassano, Nicholas J.; Sahlem, Gregory L.; Inzunza, Jose; Millar, Trevor; Dickinson, Jonathan; Rolle, C. E.; Keller, Jennifer; Adamson, Maheen; Williams, Nolan R.",2024,10.1038/s41591-023-02705-w,BLUE,RED; GREEN,cohort,topic/veterans; topic/tbi; topic/electrolytes; topic/efficacy; method/clinical-trial,landmark,"MISTIC (Nature Medicine), n=30 SOF Veterans/TBI. Effect sizes: WHODAS d=2.20, PTSD d=2.54, Depression d=2.80, Anxiety d=2.13. Mg+Ibo prevented all QTc prolongation. No SAEs.",30,,true,false,true,Pre-existing cardiac conditions; QT-prolonging medications; Active substance withdrawal,11.3–14.7 mg/kg ibogaine (mean 12.1 mg/kg),oral,2024/Cherian2024_Magnesium_Ibogaine_TBI.pdf,Nature Medicine,Cherian 2024; MISTIC Protocol; Stanford TBI,,38182784,PMC10878970,true,Springer Nature,vault-analytical,,2024/Cherian2024_Magnesium_Ibogaine_TBI.md
Ibogaine administration following repeated morphine administration upregulates myelination markers CNP and MBP in Sprague Dawley rats,"Govender, Demi; Moloko, Leila; Papathanasopoulos, Maria; Tumba, Nancy; Owen, Gavin; Calvey, Tanya",2024,10.3389/fnins.2024.1378841,ORANGE,,preclinical,topic/mechanism; topic/opioid; method/preclinical,moderate,First study showing ibogaine upregulates myelination markers (CNP and MBP) in rat internal capsule post-morphine. Novel mechanism: white matter repair may contribute to addiction treatment effects.,50,,false,false,false,,,,2024/Govender2024_Ibogaine_Following_Repeated_Morphine_Upregulates_Myelination.pdf,Frontiers in Neuroscience,Govender 2024; Govender,,39114487,PMC11303312,true,Frontiers,academic-retained,,2024/Govender2024_Ibogaine_Following_Repeated_Morphine_Upregulates_Myelination.md
Oxa-Iboga alkaloids lack cardiac risk and disrupt opioid use in animal models,"Havel, Václav; Kruegel, Andrew C.; Bechand, Benjamin; McIntosh, Scot; Sames, Dalibor; Javitch, Jonathan A.; Majumdar, Susruta",2024,10.1038/s41467-024-51856-y,ORANGE,RED; BLUE,preclinical,topic/analogues; topic/cardiac; mechanism/kappa-opioid; topic/opioid,high,"BREAKTHROUGH: Oxa-iboga alkaloids (benzofuran-containing) lack proarrhythmic effects of ibogaine/noribogaine, show superior efficacy in OUD models. Potent KOR agonists with single-dose efficacy.",,,false,true,false,,,,2024/Havel2024_OxaIboga_Alkaloids_Lack_Cardiac_Risk_Disrupt_Opioid_Use.pdf,Nature Communications,Havel 2024; Havel; Oxa-iboga 2024,,39304653,PMC11415492,true,Springer Nature,academic-retained,,2024/Havel2024_OxaIboga_Alkaloids_Lack_Cardiac_Risk_Disrupt_Opioid_Use.md
Tabernanthalog Reduces Motivation for Heroin and Alcohol in a Polydrug Use Model,"Heinsbroek, Jasper A.; Giannotti, Giuseppe; Bonilla, Joel; Olson, David E.; Peters, Jamie",2024,10.1089/psymed.2023.0009,ORANGE,,preclinical,topic/analogues; topic/alcohol; topic/opioid; topic/harm-reduction,moderate,"Tabernanthalog (TBG, 30mg/kg) efficacy in polydrug heroin+alcohol model. TBG reduced break points for both heroin (p=0.040) and alcohol (p=0.001). Non-hallucinogenic iboga analogue shows promise.",,,false,false,false,,,,2024/Heinsbroek2024_Tabernanthalog_Reduces_Motivation_for_Heroin_Alcohol.pdf,Psychedelic Medicine,Heinsbroek 2024; Heinsbroek; TBG Polydrug Model,,37360328,PMC10286262,true,Mary Ann Liebert,narrative,,2024/Heinsbroek2024_Tabernanthalog_Reduces_Motivation_for_Heroin_Alcohol.md
Disrupting Substance Use Disorder: The Chemistry of Iboga Alkaloids,"Hughes, Alexander J.; Hamelink, Charles R.; Townsend, Steven D.",2024,10.1002/ejoc.202400432,ORANGE,,review,topic/analogues; topic/18-mc; topic/mechanism; topic/opioid; topic/receptor; topic/cardiac; method/review,moderate,"Comprehensive synthesis review: 20+ total syntheses of iboga alkaloids. Drug leads 18-MC (Phase II), oxa-noribogaine (κ-opioid, no cardiac risk), TBG (non-hallucinogenic, 5-HT2A plasticity)",,,false,true,false,,,,2024/Hughes2024_Chemistry_Iboga_Alkaloids.pdf,European Journal of Organic Chemistry,Hughes 2024; Iboga Alkaloid Synthesis Review,,40895173,PMC12393092,true,Wiley,hybrid,,2024/Hughes2024_Chemistry_Iboga_Alkaloids.md
The Nonclassic Psychedelic Ibogaine Disrupts Cognitive Maps,"Ivan, Victorita E.; Tomàs-Cuesta, David P.; Esteves, Ingrid M.; Curic, Davor; Mohajerani, Majid; McNaughton, Bruce L.; Davidsen, Joern; Gruber, Aaron J.",2024,10.1016/j.bpsgos.2023.07.008,ORANGE,PURPLE,preclinical,topic/cognition; topic/mechanism; topic/neuroimaging,moderate,"Two-photon microscopy: ibogaine (40mg/kg) destabilised cognitive map in retrosplenial cortex. Supports entropy hypothesis - psychedelics disrupt constraining representations, increasing neural signalling entropy.",,,false,false,false,,,,2024/Ivan2024_Nonclassic_Psychedelic_Ibogaine_Disrupts_Cognitive_Maps.pdf,Biological Psychiatry: Global Open Science,Ivan 2024; Ivan; Cognitive Maps 2024,,38298796,PMC10829624,true,Elsevier,academic-retained,,2024/Ivan2024_Nonclassic_Psychedelic_Ibogaine_Disrupts_Cognitive_Maps.md
